"facility_name","addresses","zip_code","lon","lat","geoAddress"
"NEWTON MEDICAL CENTER","175 HIGH ST, NEWTON, NJ","07860",-74.7682688,41.0578686,"175 high st, newton, nj 07860, usa"
"VIRTUA OUR LADY OF LOURDES HOSPITAL","1600 HADDON AVENUE, CAMDEN, NJ","08103",-75.0949231,39.9279261,"1600 haddon ave, camden, nj 08103, usa"
"DEBORAH HEART AND LUNG CENTER","200 TRENTON ROAD, BROWNS MILLS, NJ","08015",-74.5851859,39.9775118,"200 trenton rd, browns mills, nj 08015, usa"
"INSPIRA MEDICAL CENTER VINELAND","1505 W SHERMAN AVE, VINELAND, NJ","08360",-75.0584681,39.44534,"1505 w sherman ave, vineland, nj 08360, usa"
"RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA, RED BANK, NJ","07701",-74.0639766,40.3536779,"1 riverview plaza, red bank, nj 07701, usa"
"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","ONE ROBERT WOOD JOHNSON PLACE, NEW BRUNSWICK, NJ","08901",-74.4485599,40.4958892,"1 robert wood johnson pl # 19, new brunswick, nj 08901, usa"
"RARITAN BAY MEDICAL CENTER","530 NEW BRUNSWICK AVE, PERTH AMBOY, NJ","08861",-74.281808,40.5193038,"530 new brunswick ave, perth amboy, nj 08861, usa"
"CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER","308 WILLOW AVE, HOBOKEN, NJ","07030",-74.0333053,40.7409358,"308 willow ave, hoboken, nj 07030, usa"
"COMMUNITY MEDICAL CENTER","99 RT 37 WEST, TOMS RIVER, NJ","08755",-74.2157315,39.9638264,"99 nj-37, toms river, nj 08755, usa"
"CAPITAL HEALTH MEDICAL CENTER - HOPEWELL","ONE CAPITAL WAY, PENNINGTON, NJ","08534",-74.8053143,40.2921309,"1 capital way, pennington, nj 08534, usa"
"ENGLEWOOD HOSPITAL AND MEDICAL CENTER","350 ENGLE ST, ENGLEWOOD, NJ","07631",-73.9815108,40.7336362,"350 engle st, englewood, nj 07631, usa"
"SHORE MEDICAL CENTER","100 MEDICAL CENTER WAY, SOMERS POINT, NJ","08244",-74.5930091,39.3143165,"100 medical center way, somers point, nj 08244, usa"
"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET","110 REHILL AVE, SOMERVILLE, NJ","08876",-74.595224,40.568883,"110 rehill ave, somerville, nj 08876, usa"
"SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS","25 POCONO ROAD, DENVILLE, NJ","07834",-74.4654445,40.8949198,"25 pocono rd, denville, nj 07834, usa"
"OVERLOOK MEDICAL CENTER","99 BEAUVOIR AVENUE, SUMMIT, NJ","07902",-74.3536189,40.7121248,"99 beauvoir ave, summit, nj 07901, usa"
"OCEAN MEDICAL CENTER","425 JACK MARTIN BLVD, BRICK, NJ","08724",-74.13152,40.0770273,"425 jack martin blvd, brick township, nj 08724, usa"
"HACKENSACKUMC MOUNTAINSIDE","1 BAY AVENUE, MONTCLAIR, NJ","07042",-74.2037167,40.8117527,"1 bay ave, glen ridge, nj 07028, usa"
"VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY","175 MADISON AVE, MOUNT HOLLY, NJ","08060",-74.7949847,39.9860186,"175 madison ave, mt holly, nj 08060, usa"
"BERGEN NEW BRIDGE MEDICAL CENTER","230 EAST RIDGEWOOD AVE, PARAMUS, NJ","07652",-74.0628492,40.9556374,"230 e ridgewood ave, paramus, nj 07652, usa"
"ST LUKE'S WARREN HOSPITAL","185 ROSEBERRY ST, PHILLIPSBURG, NJ","08865",-75.1789509,40.7011424,"185 roseberry st, phillipsburg, nj 08865, usa"
"VIRTUA WILLINGBORO HOSPITAL","218A SUNSET ROAD, WILLINGBORO, NJ","08046",-74.8803127,40.0461744,"218a sunset rd, willingboro, nj 08046, usa"
"ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS","1925 PACIFIC AVENUE, ATLANTIC CITY, NJ","08401",-74.4342891,39.3583314,"1925 pacific ave, atlantic city, nj 08401, usa"
"INSPIRA MEDICAL CENTER ELMER","501 WEST FRONT STREET, ELMER, NJ","08318",-75.1806211,39.5877011,"501 front st, elmer, nj 08318, usa"
"SAINT PETER'S UNIVERSITY HOSPITAL","254 EASTON AVE, NEW BRUNSWICK, NJ","08901",-74.4594521,40.5015232,"254 easton ave, new brunswick, nj 08901, usa"
"JERSEY SHORE UNIVERSITY MEDICAL CENTER","1945 RTE 33, NEPTUNE, NJ","07754",-74.041212,40.2091347,"1945 nj-33, neptune city, nj 07753, usa"
"JERSEY CITY MEDICAL CENTER","355 GRAND STREET, JERSEY CITY, NJ","07302",-74.0503916,40.7163016,"355 grand st, jersey city, nj 07302, usa"
"MONMOUTH MEDICAL CENTER","300 SECOND AVENUE, LONG BRANCH, NJ","07740",-73.8987798,41.52523,"300 2nd ave, long branch, nj 07740, usa"
"SAINT BARNABAS MEDICAL CENTER","94 OLD SHORT HILLS ROAD, LIVINGSTON, NJ","07039",-74.3037812,40.7629282,"94 old short hills rd, west orange, nj 07052, usa"
"INSPIRA MEDICAL CENTER WOODBURY","509 N BROAD ST, WOODBURY, NJ","08096",-75.1499465,39.8440752,"509 n broad st, woodbury, nj 08096, usa"
"EAST ORANGE GENERAL HOSPITAL","300 CENTRAL AVE, EAST ORANGE, NJ","07018",-74.2138513,40.7545333,"300 central ave, east orange, nj 07018, usa"
"MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS","600 RIVER AVE, LAKEWOOD, NJ","08701",-74.218758,40.0731927,"600 river ave, lakewood, nj 08701, usa"
"JEFFERSON STRATFORD HOSPITAL","18 EAST LAUREL ROAD, STRATFORD, NJ","08084",-75.008266,39.8281678,"18 e laurel rd, stratford, nj 08084, usa"
"SALEM MEDICAL CENTER","310 WOODSTOWN ROAD, SALEM, NJ","08079",-75.3178987,39.7076315,"310 woodstown rd, woolwich township, nj 08085, usa"
"CAPITAL HEALTH REGIONAL MEDICAL CENTER","750 BRUNSWICK AVE, TRENTON, NJ","08638",-74.7518116,40.2359137,"750 brunswick ave, trenton, nj 08638, usa"
"SAINT MICHAEL'S MEDICAL CENTER","111 CENTRAL AVENUE, NEWARK, NJ","07102",-74.1747061,40.7438855,"111 central ave, newark, nj 07102, usa"
"JFK MEDICAL CENTER","65 JAMES STREET, EDISON, NJ","08818",-74.3504078,40.5566376,"65 james st, edison, nj 08820, usa"
"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON","ONE HAMILTON HEALTH PLACE, HAMILTON, NJ","08690",-74.6724699,40.2168412,"1 hamilton health pl, hamilton township, nj 08690, usa"
"CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET, FREEHOLD, NJ","07728",-74.3131045,40.2368406,"901 w main st, freehold, nj 07728, usa"
"BAYSHORE MEDICAL CENTER","727 N BEERS ST, HOLMDEL, NJ","07733",-74.1917012,40.4054853,"727 n beers st, holmdel, nj 07733, usa"
"SOUTHERN OCEAN MEDICAL CENTER","1140 RT 72 W, MANAHAWKIN, NJ","08050",-74.285404,39.7215829,"1140 nj-72, manahawkin, nj 08050, usa"
"HACKETTSTOWN MEDICAL CENTER","651 WILLOW GROVE ST, HACKETTSTOWN, NJ","07840",-74.8158027,40.8619382,"651 willow grove st, hackettstown, nj 07840, usa"
"HUDSON REGIONAL HOSPITAL","55 MEADOWLANDS PKWY, SECAUCUS, NJ","07094",-74.0734305,40.7917444,"55 meadowlands pkwy, secaucus, nj 07094, usa"
"THE UNIVERSITY HOSPITAL","150 BERGEN ST, NEWARK, NJ","07103",-74.1910884,40.7406294,"150 bergen st, newark, nj 07103, usa"
"PASCACK VALLEY MEDICAL CENTER, HACKENSACK MERIDIAN","250 OLD HOOK ROAD, WESTWOOD, NJ","07675",-74.0152903,40.9854623,"250 old hook rd, westwood, nj 07675, usa"
"CHILDREN'S SPECIALIZED HOSPITAL","200 SOMERSET STREET, NEW BRUNSWICK, NJ","08901",-74.451628,40.4948086,"200 somerset st, new brunswick, nj 08901, usa"
"WEISMAN CHILDRENS REHABILITATION HOSPITAL","92 BRICK ROAD, 3RD FLOOR, MARLTON, NJ","08053",-74.918137,39.8818867,"92 brick rd 3rd floor, marlton, nj 08053, usa"
"SUMMIT OAKS HOSPITAL","19 PROSPECT ST, SUMMIT, NJ","07901",-74.362645,40.714073,"19 prospect st, summit, nj 07902, usa"
"ANCORA PSYCH HOSP","ANCORA BRANCH, HAMMONTON, NJ","08037",-74.8618108,39.6826415,"301 spring garden rd, hammonton, nj 08037, usa"
"UNIVERSITY BEHAVIORAL HEALTH CARE","671 HOES LANE WEST, PISCATAWAY, NJ","08854",-74.4705801,40.5256326,"671 hoes ln w, piscataway, nj 08854, usa"
"HACKENSACK MERIDIAN HEALTH CARRIER CLINIC","252 ROUTE 601, BELLE MEAD, NJ","08502",-74.6828465,40.4688584,"252 co rd 601, belle mead, nj 08502, usa"
"TRENTON PSYCHIATRIC HOSP","STATION A, TRENTON, NJ","08625",-74.7544136,40.2188194,"trenton transit center, 72 s clinton ave, trenton, nj 08609, usa"
"GREYSTONE PARK PSYCHIATRIC HOSPITAL","59 KOCH AVENUE, GREYSTONE PARK, NJ","07950",-74.5098107,40.83848,"59 koch ave, morris plains, nj 07950, usa"
"NORTHBROOK BEHAVIORAL HEALTH HOSPITAL","425  WOODBURY TURNERSVILLE ROAD, BLACKWOOD, NJ","08012",-75.0734344,39.7893679,"425 woodbury - turnersville rd, blackwood, nj 08012, usa"
"RAMAPO RIDGE PSYCH HOSP","301 SICOMAC AVE, WYCKOFF, NJ","07481",-74.1718417,40.9842219,"301 sicomac ave, wyckoff, nj 07481, usa"
"ESSEX COUNTY HOSPITAL CENTER","204 GROVE AVENUE, CEDAR GROVE, NJ","07009",-74.234065,40.851854,"204 grove ave, cedar grove, nj 07009, usa"
"HAMPTON BEHAVIORAL HEALTH CENTER","650 RANCOCAS ROAD, WESTAMPTON, NJ","08060",-74.8464639,40.0079027,"650 rancocas rd, westampton, nj 08060, usa"
"ST BARNABAS BEHAVIORAL HEALTH CENTER","1691 HIGHWAY 9  -  CN2025, TOMS RIVER, NJ","08755",-74.2147226,40.0118085,"1691 u.s. 9, toms river, nj 08753, usa"
"ASPEN HILLS HEALTHCARE CENTER","600 PEMBERTON-BROWNS MILLS ROAD, PEMBERTON, NJ","08068",-74.6370239,39.9679771,"600 pemberton browns mills rd, pemberton, nj 08068, usa"
"HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H","595 COUNTY AVENUE, SECAUCUS, NJ","07094",-74.0585177,40.7844157,"595 county ave, secaucus, nj 07094, usa"
"EAST MOUNTAIN HOSPITAL","40 EAST MOUNTAIN ROAD, BELLE MEAD, NJ","08502",-74.6882227,40.5057149,"40 e mountain rd, hillsborough township, nj 08844, usa"
"CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION CO","40 WATCHUNG WAY, BERKELEY HEIGHTS, NJ","07922",-74.4230446,40.6655081,"40 watchung way, berkeley heights, nj 07922, usa"
"UNM HOSPITAL","2211 LOMAS BOULEVARD NE, ALBUQUERQUE, NM","87106",-106.6173752,35.0881658,"2211 lomas blvd ne, albuquerque, nm 87106, usa"
"CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER","455 ST MICHAEL'S DRIVE, SANTA FE, NM","87505",-105.9456458,35.659213,"surgical services, 455 st michaels dr, santa fe, nm 87505, usa"
"ALTA VISTA REGIONAL HOSPITAL","104 LEGION DRIVE, LAS VEGAS, NM","87701",-105.2103393,35.6235247,"104 legion dr, las vegas, nm 87701, usa"
"GERALD CHAMPION REGIONAL MEDICAL CENTER","2669 SCENIC DRIVE, ALAMOGORDO, NM","88310",-105.9347154,32.9264282,"2669 n scenic dr, alamogordo, nm 88310, usa"
"SAN JUAN REGIONAL MEDICAL CENTER INC","801 WEST MAPLE STREET, FARMINGTON, NM","87401",-108.2168081,36.7237623,"801 w maple st, farmington, nm 87401, usa"
"EASTERN NEW MEXICO MEDICAL CENTER","405 W COUNTRY CLUB ROAD, ROSWELL, NM","88201",-104.5285985,33.423915,"405 w country club rd, roswell, nm 88201, usa"
"LOVELACE MEDICAL CENTER","601 DR MARTIN LUTHER KING JR AVE NE, ALBUQUERQUE, NM","87102",-106.6399527,35.0861468,"601 dr martin luther king jr ave ne, albuquerque, nm 87102, usa"
"PRESBYTERIAN ESPANOLA HOSPITAL","1010 SPRUCE STREET, ESPANOLA, NM","87532",-106.0883593,35.9972875,"1010 spruce st, española, nm 87532, usa"
"LOVELACE WOMEN'S HOSPITAL","4701 MONTGOMERY BOULEVARD NE, ALBUQUERQUE, NM","87109",-106.5906893,35.1319202,"4701 montgomery blvd ne, albuquerque, nm 87109, usa"
"MEMORIAL MEDICAL CENTER","2450 SOUTH TELSHOR BLVD, LAS CRUCES, NM","88011",-106.7388477,32.2923514,"2450 s telshor blvd, las cruces, nm 88011, usa"
"PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE, ALBUQUERQUE, NM","87106",-106.635382,35.081573,"1100 central ave se, albuquerque, nm 87106, usa"
"PLAINS REGIONAL MEDICAL CENTER","2100 N MARTIN LUTHER KING, JR, BLVD, CLOVIS, NM","88101",-103.2320562,34.4195202,"2100 m.l.k. jr blvd, clovis, nm 88101, usa"
"ARTESIA GENERAL HOSPITAL","702 N 13TH STREET, ARTESIA, NM","88210",-104.4111786,32.8490397,"702 n 13th st, artesia, nm 88210, usa"
"LOS ALAMOS MEDICAL CENTER","3917 WEST ROAD, LOS ALAMOS, NM","87544",-106.3195083,35.8815922,"3917 w rd, los alamos, nm 87544, usa"
"REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","1901 RED ROCK DRIVE, GALLUP, NM","87301",-108.7271284,35.5073833,"1901 redrock dr, gallup, nm 87301, usa"
"SANTA FE PHS INDIAN HOSPITAL","1700 CERRILLOS ROAD, SANTA FE, NM","87501",-105.970791,35.6674286,"1700 cerrillos rd, santa fe, nm 87505, usa"
"MESCALERO PHS INDIAN HOSPITAL","P O BOX 210, MESCALERO, NM","88340",-105.7741541,33.1575854,"mescalero, nm 88340, usa"
"NORTHERN NAVAJO MEDICAL CENTER","US HWY 491 NORTH, SHIPROCK, NM","87420",-108.6914076,36.8052353,"us-491, shiprock, nm 87420, usa"
"ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER","ROUTE 301 NORTH B STREET, ZUNI, NM","87327",-108.8104812,35.0790586,"rte 301 n, zuni, nm, usa"
"GALLUP INDIAN MEDICAL CENTER","516 E NIZHONI BLVD, GALLUP, NM","87301",-108.7300235,35.5076132,"516 e nizhoni blvd, gallup, nm 87301, usa"
"CROWNPOINT PHS INDIAN HOSPITAL","JUNCTION OF HWY 371, CROWNPOINT, NM","87313",-108.1396562,35.6987639,"junction rd 371 rt 9, crownpoint, nm 87313, usa"
"CARLSBAD MEDICAL CENTER","2430 WEST PIERCE STREET, CARLSBAD, NM","88220",-104.2579904,32.4416059,"2430 w pierce st, carlsbad, nm 88220, usa"
"COVENANT HEALTH HOBBS HOSPITAL","5419 N LOVINGTON HIGHWAY, HOBBS, NM","88240",-103.1849393,32.7624378,"5419 n lovington hwy, hobbs, nm 88240, usa"
"GUADALUPE COUNTY HOSPITAL","117 CAMINO DE VIDA, SUITE 100, SANTA ROSA, NM","88435",-104.6933648,34.930121,"117 camino de vida # 100, santa rosa, nm 88435, usa"
"ACOMA-CANONCITO-LAGUNA IHS HOSPITAL","EXIT #102 OFF I-40 1/2 MILE SOUTH, SAN FIDEL, NM","87049",NA,NA,"1108 ross clark cir, dothan, al 36301, usa"
"LOVELACE WESTSIDE HOSPITAL","10501 GOLF COURSE ROAD NW, ALBUQUERQUE, NM","87114",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ROOSEVELT GENERAL HOSPITAL","42121 US HIGHWAY 70, PORTALES, NM","88130",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MOUNTAIN VIEW REGIONAL MEDICAL CENTER","4311 EAST LOHMAN AVENUE, LAS CRUCES, NM","88011",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LOVELACE REGIONAL HOSPITAL - ROSWELL","117 EAST 19TH STREET, ROSWELL, NM","88201",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNM SANDOVAL REGIONAL MEDICAL CENTER","3001 BROADMOOR BLVD NE, RIO RANCHO, NM","87144",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PRESBYTERIAN SANTA FE MEDICAL CENTER","4801 BECKNER ROAD, SANTA FE, NM","87507",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"THREE CROSSES REGIONAL HOSPITAL LLC","2560 SAMARITAN DRIVE, LAS CRUCES, NM","88001",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SIERRA VISTA HOSPITAL","800 EAST 9TH AVENUE, T OR C, NM","87901",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SOCORRO GENERAL HOSPITAL","1202 HIGHWAY 60 WEST, SOCORRO, NM","87801",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"DR DAN C TRIGG MEMORIAL HOSPITAL","301 EAST MIEL DE LUNA AVENUE, TUCUMCARI, NM","88401",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNION COUNTY GENERAL HOSPITAL","300 WILSON STREET, CLAYTON, NM","88415",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NOR-LEA HOSPITAL DISTRICT","1600 NORTH MAIN AVE, LOVINGTON, NM","88260",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LINCOLN COUNTY MEDICAL CENTER","211 SUDDERTH DRIVE, RUIDOSO, NM","88345",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MINERS' COLFAX MEDICAL CENTER","203 HOSPITAL DRIVE, RATON, NM","87740",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CIBOLA GENERAL HOSPITAL","1016 E ROOSEVELT AVENUE, GRANTS, NM","87020",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MIMBRES MEMORIAL HOSPITAL","900 W ASH, DEMING, NM","88031",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","1397 WEIMER ROAD, TAOS, NM","87571",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST, SILVER CITY, NM","88061",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BHC MESILLA VALLEY HOSPITAL, LLC","3751 DEL REY BOULEVARD, LAS CRUCES, NM","88012",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PEAK BEHAVIORAL HEALTH SERVICES, LLC","5065 MCNUTT ROAD (BLDG'S A, B, C & D), SANTA TERESA, NM","88008",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE","5400 GIBSON BOULEVARD SE, 4TH FLOOR BOX# 8, ALBUQUERQUE, NM","87108",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CENTRAL DESERT BEHAVIORAL HEALTH HOSPITAL","1525 N RENAISSANCE BLVD NE, ALBUQUERQUE, NM","87102",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","396 BROADWAY, KINGSTON, NY","12401",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KALEIDA HEALTH","100 HIGH STREET, BUFFALO, NY","14210",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY, YONKERS, NY","10701",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET, WARSAW, NY","14569",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BRONX HEALTH SYSTEM","1276 FULTON AVENUE, BRONX, NY","10456",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OUR LADY OF LOURDES MEMORIAL HOSPITAL","169 RIVERSIDE DRIVE, BINGHAMTON, NY","13905",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE, MAIL CODE 34, ALBANY, NY","12208",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY, JAMAICA, NY","11418",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY, BROOKLYN, NY","11229",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE, POUGHKEEPSIE, NY","12601",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE, NEW YORK, NY","10029",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE, EAST MEADOW, NY","11554",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RICHMOND UNIVERSITY MEDICAL CENTER","355 BARD AVENUE, STATEN ISLAND, NY","10310",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE, NEWARK, NY","14513",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CHENANGO MEMORIAL HOSPITAL","179 NORTH BROAD STREET, NORWICH, NY","13815",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NS/LIJ HS SOUTHSIDE HOSPITAL","301 EAST MAIN STREET, BAY SHORE, NY","11706",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"FAXTON-ST LUKE'S HEALTHCARE","1656 CHAMPLIN AVENUE, NEW HARTFD, NY","13413",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NS/LIJ HS HUNTINGTON HOSPITAL","270 PARK AVENUE, HUNTINGTON, NY","11743",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL","1000 TENTH AVENUE, NEW YORK, NY","10019",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST MARY'S HEALTHCARE","427 GUY PARK AVENUE, AMSTERDAM, NY","12010",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE, RHINEBECK, NY","12572",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NEW YORK-PRESBYTERIAN/QUEENS","56-45 MAIN STREET, FLUSHING, NY","11355",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS","121 DEKALB AVENUE, BROOKLYN, NY","11201",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD, ALBANY, NY","12208",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET, GENEVA, NY","14456",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET, BRONX, NY","10467",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NIAGARA FALLS MEMORIAL MEDICAL CENTER","621 TENTH STREET, NIAGARA FALLS, NY","14302",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNITED MEMORIAL MEDICAL CENTER","127 NORTH STREET, BATAVIA, NY","14020",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"F F THOMPSON HOSPITAL","350 PARRISH STREET, CANANDAIGUA, NY","14424",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET, BUFFALO, NY","14214",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ADIRONDACK MEDICAL CENTER","2233 STATE ROUTE 86, PO BOX 471, SARANAC LAKE, NY","12983",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET, BRONX, NY","10451",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ALICE HYDE MEDICAL CENTER","133 PARK STREET, PO BOX 729, MALONE, NY","12953",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONE NORTON AVENUE, ONEONTA, NY","13820",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MONTEFIORE MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE, MOUNT VERNON, NY","10550",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE, ELMIRA, NY","14905",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COLUMBIA MEMORIAL HOSPITAL","71 PROSPECT AVENUE, HUDSON, NY","12534",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"JONES MEMORIAL HOSPITAL","191 NORTH MAIN STREET, WELLSVILLE, NY","14895",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NY EYE AND EAR INFIRMARY OF MOUNT SINAI","230 SECOND AVE, NEW YORK, NY","10003",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET, NEW YORK, NY","10065",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE, KENMORE, NY","14217",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OLEAN GENERAL HOSPITAL","515 MAIN STREET, OLEAN, NY","14760",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NYACK HOSPITAL","160 NORTH MIDLAND AVENUE, NYACK, NY","10960",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE, MANHASSET, NY","11030",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PECONIC BAY MEDICAL CENTER","1 HEROS WAY, RIVERHEAD, NY","11901",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BERTRAND CHAFFEE HOSPITAL","224 EAST MAIN STREET, SPRINGVILLE, NY","14141",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
