"fips","state","name","broadband_2017","median_val_owner_occupied_2010","median_household_income_2019"
31017,"Nebraska","Brown County",67.8,56400,43098
31019,"Nebraska","Buffalo County",80.1,128600,59431
31021,"Nebraska","Burt County",64.9,83100,54203
31023,"Nebraska","Butler County",71.3,87800,58979
31025,"Nebraska","Cass County",82,142800,71846
31027,"Nebraska","Cedar County",74.5,85100,61869
31029,"Nebraska","Chase County",75.4,82600,57009
31031,"Nebraska","Cherry County",76.8,95300,56651
31033,"Nebraska","Cheyenne County",72.8,94200,53871
31035,"Nebraska","Clay County",74.5,73700,57173
31037,"Nebraska","Colfax County",68,85400,58872
31039,"Nebraska","Cuming County",65.3,88000,56768
31041,"Nebraska","Custer County",65,71500,52184
31043,"Nebraska","Dakota County",72.3,97800,59231
31045,"Nebraska","Dawes County",69.3,91800,50750
31047,"Nebraska","Dawson County",73,83400,53721
31049,"Nebraska","Deuel County",69.4,65600,47287
31051,"Nebraska","Dixon County",70.2,75200,56905
31053,"Nebraska","Dodge County",74.1,110500,54085
31055,"Nebraska","Douglas County",80.3,141400,64629
31057,"Nebraska","Dundy County",72.9,63400,41716
31059,"Nebraska","Fillmore County",70.3,75100,60313
31061,"Nebraska","Franklin County",69.8,50400,49282
31063,"Nebraska","Frontier County",67.8,73600,54659
31065,"Nebraska","Furnas County",70.6,55700,48838
31067,"Nebraska","Gage County",74.5,97800,53110
31069,"Nebraska","Garden County",68.1,58700,43750
31071,"Nebraska","Garfield County",60.6,73900,53000
31073,"Nebraska","Gosper County",74.2,94900,64053
31075,"Nebraska","Grant County",71.5,41100,46500
31077,"Nebraska","Greeley County",63.6,52100,47869
31079,"Nebraska","Hall County",75.6,107700,57104
31081,"Nebraska","Hamilton County",79.6,108600,64210
31083,"Nebraska","Harlan County",73.8,69900,49835
31085,"Nebraska","Hayes County",73.5,84500,51726
31087,"Nebraska","Hitchcock County",63,48700,49962
31089,"Nebraska","Holt County",66.3,82300,60387
31091,"Nebraska","Hooker County",61.1,67800,41125
31093,"Nebraska","Howard County",70.1,89300,59348
31095,"Nebraska","Jefferson County",68.7,74400,44510
31097,"Nebraska","Johnson County",68.8,76400,54712
31099,"Nebraska","Kearney County",76.1,101100,60266
31101,"Nebraska","Keith County",78.5,88200,50735
31103,"Nebraska","Keya Paha County",78.7,57500,56500
31105,"Nebraska","Kimball County",70.4,76800,53403
31107,"Nebraska","Knox County",66.1,67000,52332
31109,"Nebraska","Lancaster County",84,145400,60527
31111,"Nebraska","Lincoln County",75.2,109100,59795
31113,"Nebraska","Logan County",66.4,72200,52708
31115,"Nebraska","Loup County",67.3,58900,51000
31117,"Nebraska","McPherson County",62,74400,48125
31119,"Nebraska","Madison County",72.4,100500,53188
31121,"Nebraska","Merrick County",68.5,78900,55649
31123,"Nebraska","Morrill County",70.4,79800,46194
31125,"Nebraska","Nance County",71,60200,49032
31127,"Nebraska","Nemaha County",70.6,78200,51828
31129,"Nebraska","Nuckolls County",70.4,54200,43388
31131,"Nebraska","Otoe County",72.8,114000,59167
31133,"Nebraska","Pawnee County",65.5,55100,46452
31135,"Nebraska","Perkins County",82.3,77100,65543
31137,"Nebraska","Phelps County",76.7,90200,59040
31139,"Nebraska","Pierce County",74.1,87800,64511
31141,"Nebraska","Platte County",75.4,108100,62305
31143,"Nebraska","Polk County",78.9,86400,67719
31145,"Nebraska","Red Willow County",70.5,77300,48808
31147,"Nebraska","Richardson County",71,63700,47917
31149,"Nebraska","Rock County",68.9,57300,56250
31151,"Nebraska","Saline County",72,95100,51502
31153,"Nebraska","Sarpy County",88.4,158600,82032
31155,"Nebraska","Saunders County",75.2,137500,68682
31157,"Nebraska","Scotts Bluff County",74,95900,49745
31159,"Nebraska","Seward County",76.8,136400,70389
31161,"Nebraska","Sheridan County",64.7,63300,45371
31163,"Nebraska","Sherman County",68.8,53200,50781
31165,"Nebraska","Sioux County",66.1,109300,48269
31167,"Nebraska","Stanton County",74.1,87800,63986
31169,"Nebraska","Thayer County",73.6,61900,51821
31171,"Nebraska","Thomas County",77.5,71100,59432
31173,"Nebraska","Thurston County",59,67100,51034
31175,"Nebraska","Valley County",65.6,72900,55324
31177,"Nebraska","Washington County",77.7,167200,71430
31179,"Nebraska","Wayne County",80.3,102400,56456
31181,"Nebraska","Webster County",68.8,58700,46188
31183,"Nebraska","Wheeler County",68.3,66100,51591
31185,"Nebraska","York County",77,92300,60298
32001,"Nevada","Churchill County",78,188300,57824
32003,"Nevada","Clark County",79.3,257300,59340
32005,"Nevada","Douglas County",84.5,375800,66810
32007,"Nevada","Elko County",81.3,178200,81232
32009,"Nevada","Esmeralda County",57.7,77300,37375
32011,"Nevada","Eureka County",72.3,87400,67105
32013,"Nevada","Humboldt County",71.6,138100,67756
32015,"Nevada","Lander County",69.1,103400,88030
32017,"Nevada","Lincoln County",74.3,151900,58462
32019,"Nevada","Lyon County",78.7,185000,56875
32021,"Nevada","Mineral County",66.6,114200,35806
32023,"Nevada","Nye County",71.6,161700,47300
32027,"Nevada","Pershing County",62.1,134500,50491
32029,"Nevada","Storey County",78.6,239200,66292
32031,"Nevada","Washoe County",80.8,295700,64791
32033,"Nevada","White Pine County",73.5,117500,60827
32510,"Nevada","Carson City",77.9,270500,55718
33001,"New Hampshire","Belknap County",82.5,232300,69447
33003,"New Hampshire","Carroll County",82.5,240800,63153
33005,"New Hampshire","Cheshire County",80.8,201800,64751
33007,"New Hampshire","Coos County",73.4,131400,47117
33009,"New Hampshire","Grafton County",80.2,210600,63389
33011,"New Hampshire","Hillsborough County",87,269900,81460
33013,"New Hampshire","Merrimack County",83,243600,75737
33015,"New Hampshire","Rockingham County",88.2,306800,93756
33017,"New Hampshire","Strafford County",83,229100,72960
33019,"New Hampshire","Sullivan County",78.1,181800,61312
34001,"New Jersey","Atlantic County",78.4,264400,62110
34003,"New Jersey","Bergen County",87.4,482300,101144
34005,"New Jersey","Burlington County",86.3,270200,87416
34007,"New Jersey","Camden County",80.6,223700,70451
34009,"New Jersey","Cape May County",79.9,337300,67074
34011,"New Jersey","Cumberland County",71.4,175500,54149
34013,"New Jersey","Essex County",76.2,395700,61510
34015,"New Jersey","Gloucester County",84.5,236900,87283
34017,"New Jersey","Hudson County",81.5,383900,71189
34019,"New Jersey","Hunterdon County",88.2,446700,115379
34021,"New Jersey","Mercer County",80.5,309300,81057
34023,"New Jersey","Middlesex County",83.4,356000,89533
34025,"New Jersey","Monmouth County",86.2,424800,99733
34027,"New Jersey","Morris County",89.3,474700,115527
34029,"New Jersey","Ocean County",79.2,294100,70909
34031,"New Jersey","Passaic County",76.7,382600,69688
34033,"New Jersey","Salem County",74.4,196600,66842
34035,"New Jersey","Somerset County",89.4,431200,113611
34037,"New Jersey","Sussex County",86.3,322400,94520
34039,"New Jersey","Union County",79.4,397200,80198
34041,"New Jersey","Warren County",82.8,307300,81307
35001,"New Mexico","Bernalillo County",75.7,188800,53329
35003,"New Mexico","Catron County",55.1,129400,41910
35005,"New Mexico","Chaves County",67.9,86200,43359
35006,"New Mexico","Cibola County",52.2,74800,39413
35007,"New Mexico","Colfax County",62.6,103100,36302
35009,"New Mexico","Curry County",73.7,98500,45092
35011,"New Mexico","De Baca County",64.9,71100,31625
35013,"New Mexico","Dona Ana County",70.2,137200,40973
35015,"New Mexico","Eddy County",76.2,90700,65328
35017,"New Mexico","Grant County",65.1,125000,37843
35019,"New Mexico","Guadalupe County",32.3,74500,24798
35021,"New Mexico","Harding County",47.3,70300,29375
35023,"New Mexico","Hidalgo County",61.1,90800,42526
35025,"New Mexico","Lea County",73.4,87500,60546
35027,"New Mexico","Lincoln County",64.7,166600,46216
35028,"New Mexico","Los Alamos County",86.3,297100,121324
35029,"New Mexico","Luna County",51.1,91700,29360
35031,"New Mexico","McKinley County",39.6,69300,33834
35033,"New Mexico","Mora County",45.3,107500,28446
35035,"New Mexico","Otero County",72.9,104500,41988
35037,"New Mexico","Quay County",55.6,65200,29035
35039,"New Mexico","Rio Arriba County",49.1,136300,39952
35041,"New Mexico","Roosevelt County",71.5,94800,42702
35043,"New Mexico","Sandoval County",78.4,184400,63802
35045,"New Mexico","San Juan County",58.4,149400,50518
35047,"New Mexico","San Miguel County",47.1,112200,30946
35049,"New Mexico","Santa Fe County",76.2,291700,61200
35051,"New Mexico","Sierra County",57.9,92800,29755
35053,"New Mexico","Socorro County",53.9,108400,42083
35055,"New Mexico","Taos County",56.6,212400,38329
35057,"New Mexico","Torrance County",59.2,92300,36120
35059,"New Mexico","Union County",55.1,91900,35884
35061,"New Mexico","Valencia County",63.3,129900,48945
36001,"New York","Albany County",80.7,202500,66252
36003,"New York","Allegany County",69.4,66100,48412
36005,"New York","Bronx County",70.4,386200,40088
36007,"New York","Broome County",77.6,99500,52226
36009,"New York","Cattaraugus County",66.6,77000,48703
36011,"New York","Cayuga County",74.5,98400,58377
36013,"New York","Chautauqua County",71.5,79600,46820
36015,"New York","Chemung County",74.9,85900,54940
36017,"New York","Chenango County",75.2,88200,52002
36019,"New York","Clinton County",76,117800,56365
36021,"New York","Columbia County",74.9,221900,66787
36023,"New York","Cortland County",70.3,95100,56023
36025,"New York","Delaware County",71.9,126700,49544
36027,"New York","Dutchess County",84.3,323300,81219
36029,"New York","Erie County",76,117700,58121
36031,"New York","Essex County",75.2,148100,56763
36033,"New York","Franklin County",70.8,88800,50407
36035,"New York","Fulton County",73.3,95200,50482
36037,"New York","Genesee County",75.4,101400,60524
36039,"New York","Greene County",71.8,180500,53601
36041,"New York","Hamilton County",73.2,172300,58675
36043,"New York","Herkimer County",73.1,87600,54646
36045,"New York","Jefferson County",80.7,116800,52685
36047,"New York","Kings County",75.4,562400,60231
36049,"New York","Lewis County",72.4,100700,54524
36051,"New York","Livingston County",78.4,112300,59510
36053,"New York","Madison County",78.5,111700,61633
36055,"New York","Monroe County",79.4,130400,60075
36057,"New York","Montgomery County",71.9,95000,49462
36059,"New York","Nassau County",87.6,487900,116100
36061,"New York","New York County",81.9,825200,86553
36063,"New York","Niagara County",73.2,97600,55522
36065,"New York","Oneida County",75.7,101900,56027
36067,"New York","Onondaga County",77.8,124400,61359
36069,"New York","Ontario County",80.5,129600,64944
36071,"New York","Orange County",75.6,312100,79944
36073,"New York","Orleans County",74.9,86400,52620
36075,"New York","Oswego County",79.5,88000,55967
36077,"New York","Otsego County",75.4,129000,54028
36079,"New York","Putnam County",89.9,418100,104486
36081,"New York","Queens County",79.7,479300,68666
36083,"New York","Rensselaer County",81.3,171200,68991
36085,"New York","Richmond County",79.9,461700,82783
36087,"New York","Rockland County",78.9,476900,93024
36089,"New York","St. Lawrence County",75.5,79600,50940
36091,"New York","Saratoga County",85.7,221100,84291
36093,"New York","Schenectady County",80.2,160200,65499
36095,"New York","Schoharie County",71.1,139000,57714
36097,"New York","Schuyler County",72.2,86700,52327
36099,"New York","Seneca County",75.4,88900,54545
36101,"New York","Steuben County",71.6,83000,53663
36103,"New York","Suffolk County",85.7,424200,101031
36105,"New York","Sullivan County",76,186900,57426
36107,"New York","Tioga County",77.1,98200,62999
36109,"New York","Tompkins County",82.9,162100,60240
36111,"New York","Ulster County",81.8,242100,64304
36113,"New York","Warren County",81,183000,61024
36115,"New York","Washington County",73.6,137000,57258
36117,"New York","Wayne County",73,107400,59449
36119,"New York","Westchester County",83.4,556900,96610
36121,"New York","Wyoming County",73.1,97300,58052
36123,"New York","Yates County",69.6,114200,56563
37001,"North Carolina","Alamance County",73.5,137100,49688
37003,"North Carolina","Alexander County",66.8,119400,48756
37005,"North Carolina","Alleghany County",68.6,133100,37830
37007,"North Carolina","Anson County",61.9,78400,40213
37009,"North Carolina","Ashe County",66.1,145700,40962
37011,"North Carolina","Avery County",62.8,155100,40340
37013,"North Carolina","Beaufort County",60.8,107000,45212
37015,"North Carolina","Bertie County",52,77400,35527
37017,"North Carolina","Bladen County",60.5,77300,36173
37019,"North Carolina","Brunswick County",77.6,190500,58236
37021,"North Carolina","Buncombe County",79.3,188300,52207
37023,"North Carolina","Burke County",65.8,108800,44557
37025,"North Carolina","Cabarrus County",85.4,164100,67328
37027,"North Carolina","Caldwell County",70.4,106900,44511
37029,"North Carolina","Camden County",79.6,221900,64572
37031,"North Carolina","Carteret County",79.4,207500,57194
37033,"North Carolina","Caswell County",60.7,97500,45733
37035,"North Carolina","Catawba County",75,130300,52056
37037,"North Carolina","Chatham County",76.2,193900,67031
37039,"North Carolina","Cherokee County",65.6,146100,41438
37041,"North Carolina","Chowan County",63.8,137000,46519
37043,"North Carolina","Clay County",73.7,163000,42222
37045,"North Carolina","Cleveland County",61.8,103300,42247
37047,"North Carolina","Columbus County",57.6,89000,37628
37049,"North Carolina","Craven County",78.4,151500,52687
37051,"North Carolina","Cumberland County",78.9,116900,46875
37053,"North Carolina","Currituck County",80.1,240000,69964
37055,"North Carolina","Dare County",84.8,342100,59381
37057,"North Carolina","Davidson County",73.2,128200,49546
37059,"North Carolina","Davie County",77,160900,60434
37061,"North Carolina","Duplin County",57.7,83800,41764
37063,"North Carolina","Durham County",83.8,176100,60958
37065,"North Carolina","Edgecombe County",58,82600,36866
37067,"North Carolina","Forsyth County",77.9,149000,51569
37069,"North Carolina","Franklin County",71.9,121700,55193
37071,"North Carolina","Gaston County",74.7,120800,52835
37073,"North Carolina","Gates County",63.6,120200,50750
37075,"North Carolina","Graham County",49,119000,39571
37077,"North Carolina","Granville County",73.3,125200,55856
37079,"North Carolina","Greene County",68.9,85100,39837
37081,"North Carolina","Guilford County",70.9,153800,53261
37083,"North Carolina","Halifax County",56.3,85800,35502
37085,"North Carolina","Harnett County",75,123500,53554
37087,"North Carolina","Haywood County",67.7,158200,51659
37089,"North Carolina","Henderson County",76.7,184200,55945
37091,"North Carolina","Hertford County",56.8,83000,41028
37093,"North Carolina","Hoke County",75.6,116900,48072
37095,"North Carolina","Hyde County",47.5,95600,39663
37097,"North Carolina","Iredell County",77.4,164300,60955
37099,"North Carolina","Jackson County",64.8,163200,47252
37101,"North Carolina","Johnston County",75,136200,59865
37103,"North Carolina","Jones County",55.5,91500,38158
37105,"North Carolina","Lee County",73.7,127800,49994
37107,"North Carolina","Lenoir County",71.2,91900,39402
37109,"North Carolina","Lincoln County",75.4,146700,57536
37111,"North Carolina","McDowell County",67.3,99200,43646
37113,"North Carolina","Macon County",67.7,167800,45507
37115,"North Carolina","Madison County",67,154600,45873
37117,"North Carolina","Martin County",57.5,79400,40090
37119,"North Carolina","Mecklenburg County",84.2,185100,66641
37121,"North Carolina","Mitchell County",62.6,105000,46103
37123,"North Carolina","Montgomery County",61.2,83100,44146
37125,"North Carolina","Moore County",78.5,186900,59963
37127,"North Carolina","Nash County",68.7,116300,49537
37129,"North Carolina","New Hanover County",81.5,227800,54891
37131,"North Carolina","Northampton County",52.8,74600,37146
37133,"North Carolina","Onslow County",83.3,137400,50278
37135,"North Carolina","Orange County",87,258800,71723
37137,"North Carolina","Pamlico County",68.3,133800,46728
37139,"North Carolina","Pasquotank County",69.2,170700,50558
37141,"North Carolina","Pender County",70.9,147200,57240
37143,"North Carolina","Perquimans County",67.2,159100,47162
37145,"North Carolina","Person County",69.9,115900,51020
37147,"North Carolina","Pitt County",75.9,125900,47437
37149,"North Carolina","Polk County",74.4,167500,48787
37151,"North Carolina","Randolph County",68.4,119100,47288
37153,"North Carolina","Richmond County",65.2,71300,36148
37155,"North Carolina","Robeson County",50.2,69200,34976
37157,"North Carolina","Rockingham County",66.5,101000,43579
37159,"North Carolina","Rowan County",73.3,125100,49842
37161,"North Carolina","Rutherford County",63.2,101100,42608
37163,"North Carolina","Sampson County",58.3,87500,42151
37165,"North Carolina","Scotland County",54.6,77700,37238
37167,"North Carolina","Stanly County",72.7,125600,52623
37169,"North Carolina","Stokes County",67.4,117800,48054
37171,"North Carolina","Surry County",62.3,103700,43597
37173,"North Carolina","Swain County",44.9,114600,39317
37175,"North Carolina","Transylvania County",74.6,169600,50212
37177,"North Carolina","Tyrrell County",55.4,112000,35300
37179,"North Carolina","Union County",87.1,194900,80033
37181,"North Carolina","Vance County",61.2,98100,40529
37183,"North Carolina","Wake County",88.3,222300,80591
37185,"North Carolina","Warren County",53.8,94700,36466
37187,"North Carolina","Washington County",56.1,91900,35979
37189,"North Carolina","Watauga County",78.7,215800,47526
37191,"North Carolina","Wayne County",72.8,104800,44416
37193,"North Carolina","Wilkes County",66.5,109100,44107
37195,"North Carolina","Wilson County",71.2,111100,43877
37197,"North Carolina","Yadkin County",65.5,109000,44682
37199,"North Carolina","Yancey County",59.1,129700,42222
38001,"North Dakota","Adams County",76.1,81300,56681
38003,"North Dakota","Barnes County",72.5,80600,58365
38005,"North Dakota","Benson County",54.8,47800,47667
38007,"North Dakota","Billings County",64.6,79500,75208
38009,"North Dakota","Bottineau County",76.7,68300,60381
38011,"North Dakota","Bowman County",75.3,85100,62442
38013,"North Dakota","Burke County",69.2,45600,77232
38015,"North Dakota","Burleigh County",80.6,152900,71524
38017,"North Dakota","Cass County",82.5,147900,64482
38019,"North Dakota","Cavalier County",79,58800,64798
38021,"North Dakota","Dickey County",78.2,61600,65492
38023,"North Dakota","Divide County",63.7,56000,62865
38025,"North Dakota","Dunn County",74.8,73000,76719
38027,"North Dakota","Eddy County",65.8,48900,54868
38029,"North Dakota","Emmons County",55.5,59600,55902
38031,"North Dakota","Foster County",73.8,76500,61425
38033,"North Dakota","Golden Valley County",65.4,56400,58690
38035,"North Dakota","Grand Forks County",79.2,139100,54051
38037,"North Dakota","Grant County",67.6,59200,50938
38039,"North Dakota","Griggs County",67.3,61200,53565
38041,"North Dakota","Hettinger County",69,58400,60164
38043,"North Dakota","Kidder County",65.1,59400,54643
38045,"North Dakota","LaMoure County",69.1,63400,60806
38047,"North Dakota","Logan County",67.6,55500,59375
38049,"North Dakota","McHenry County",75.8,66300,64179
38051,"North Dakota","McIntosh County",62.4,49800,52587
38053,"North Dakota","McKenzie County",77.5,86600,77845
38055,"North Dakota","McLean County",63.1,94100,68529
38057,"North Dakota","Mercer County",76.9,96100,82181
38059,"North Dakota","Morton County",76.2,110800,70556
38061,"North Dakota","Mountrail County",67.1,66900,72147
38063,"North Dakota","Nelson County",67.4,51100,52039
38065,"North Dakota","Oliver County",73.7,92100,78929
38067,"North Dakota","Pembina County",69,71800,64549
38069,"North Dakota","Pierce County",72.7,77100,55660
38071,"North Dakota","Ramsey County",70.7,85300,58910
38073,"North Dakota","Ransom County",73.2,87200,63903
38075,"North Dakota","Renville County",73,64900,73182
38077,"North Dakota","Richland County",73.6,93400,61371
38079,"North Dakota","Rolette County",64.3,56700,43158
38081,"North Dakota","Sargent County",77.8,74600,63073
38083,"North Dakota","Sheridan County",62.9,48700,51055
38085,"North Dakota","Sioux County",54.2,71800,38939
38087,"North Dakota","Slope County",68.3,52900,63611
38089,"North Dakota","Stark County",78.1,115300,72045
38091,"North Dakota","Steele County",77.3,63100,70724
38093,"North Dakota","Stutsman County",72.2,91500,57674
38095,"North Dakota","Towner County",68.5,48800,52300
38097,"North Dakota","Traill County",77.6,89000,64453
38099,"North Dakota","Walsh County",68.6,64300,55700
38101,"North Dakota","Ward County",84.8,118200,68871
38103,"North Dakota","Wells County",72.3,55700,57582
38105,"North Dakota","Williams County",75.7,93800,87161
39001,"Ohio","Adams County",54.8,97600,39079
39003,"Ohio","Allen County",74.1,104800,53131
39005,"Ohio","Ashland County",75.2,128500,52823
39007,"Ohio","Ashtabula County",71.8,118500,46700
39009,"Ohio","Athens County",71,114100,40905
39011,"Ohio","Auglaize County",80.2,125000,64074
39013,"Ohio","Belmont County",69.6,85200,50904
39015,"Ohio","Brown County",68.8,124100,54575
39017,"Ohio","Butler County",82.1,160600,66117
39019,"Ohio","Carroll County",69.3,110300,55267
39021,"Ohio","Champaign County",79.9,124900,60112
39023,"Ohio","Clark County",76.2,109900,50873
39025,"Ohio","Clermont County",81.3,162000,66968
39027,"Ohio","Clinton County",73.1,125600,52815
39029,"Ohio","Columbiana County",72.1,97400,48345
39031,"Ohio","Coshocton County",66.4,94800,46606
39033,"Ohio","Crawford County",72.8,93800,44971
39035,"Ohio","Cuyahoga County",74.6,137200,50366
39037,"Ohio","Darke County",71.9,114600,55620
39039,"Ohio","Defiance County",77.5,108400,59931
39041,"Ohio","Delaware County",90.4,252700,106908
39043,"Ohio","Erie County",76.8,138100,54226
39045,"Ohio","Fairfield County",81.7,167200,67609
39047,"Ohio","Fayette County",67.1,112200,47308
39049,"Ohio","Franklin County",83.1,155300,61305
39051,"Ohio","Fulton County",78,134000,63092
39053,"Ohio","Gallia County",63.9,98100,44858
39055,"Ohio","Geauga County",79.8,230900,82303
39057,"Ohio","Greene County",82.6,160000,68720
39059,"Ohio","Guernsey County",70.3,90800,45917
39061,"Ohio","Hamilton County",77.8,148200,57212
39063,"Ohio","Hancock County",79.4,130400,58450
39065,"Ohio","Hardin County",69.8,102700,50506
39067,"Ohio","Harrison County",68.4,81800,49689
39069,"Ohio","Henry County",77.8,119800,59695
39071,"Ohio","Highland County",63.4,106200,44169
39073,"Ohio","Hocking County",69.4,114000,52363
39075,"Ohio","Holmes County",52.4,154600,63753
39077,"Ohio","Huron County",74.7,121500,52560
39079,"Ohio","Jackson County",67.5,88600,47550
39081,"Ohio","Jefferson County",71.4,84800,46581
39083,"Ohio","Knox County",74.3,134700,57749
39085,"Ohio","Lake County",82.5,158100,64466
39087,"Ohio","Lawrence County",66.6,92300,45118
39089,"Ohio","Licking County",81.1,152600,64589
39091,"Ohio","Logan County",76,124500,56754
39093,"Ohio","Lorain County",77.8,147400,58427
39095,"Ohio","Lucas County",75.6,122400,48736
39097,"Ohio","Madison County",78.3,146800,68022
39099,"Ohio","Mahoning County",73.3,98400,46042
39101,"Ohio","Marion County",73.4,98500,47498
39103,"Ohio","Medina County",85.1,184900,76600
39105,"Ohio","Meigs County",64.2,80700,44899
39107,"Ohio","Mercer County",79.6,125600,62952
39109,"Ohio","Miami County",78.7,137700,61041
39111,"Ohio","Monroe County",60.5,86900,45289
39113,"Ohio","Montgomery County",77.6,119100,51542
39115,"Ohio","Morgan County",63.7,86000,42341
39117,"Ohio","Morrow County",71.5,131300,59452
39119,"Ohio","Muskingum County",73,111100,47254
39121,"Ohio","Noble County",59.1,88600,46897
39123,"Ohio","Ottawa County",77.1,142200,59099
39125,"Ohio","Paulding County",70.7,89600,55330
39127,"Ohio","Perry County",66.6,100400,50150
39129,"Ohio","Pickaway County",77.8,144800,63633
39131,"Ohio","Pike County",65.2,96400,42832
39133,"Ohio","Portage County",77.7,157100,57618
39135,"Ohio","Preble County",74.9,123500,58957
39137,"Ohio","Putnam County",77.1,130200,64822
39139,"Ohio","Richland County",70.1,112200,49547
39141,"Ohio","Ross County",72.3,111800,51092
39143,"Ohio","Sandusky County",71.4,116300,54089
39145,"Ohio","Scioto County",67.1,85000,41330
39147,"Ohio","Seneca County",73.8,101100,52500
39149,"Ohio","Shelby County",74.6,124500,63806
39151,"Ohio","Stark County",78.7,128000,53860
39153,"Ohio","Summit County",77.4,141200,57181
39155,"Ohio","Trumbull County",70.8,102500,47280
39157,"Ohio","Tuscarawas County",70.1,110900,53243
39159,"Ohio","Union County",83.8,174800,86715
39161,"Ohio","Van Wert County",71.7,88100,54254
39163,"Ohio","Vinton County",55.6,87300,45673
39165,"Ohio","Warren County",88.2,194700,87125
39167,"Ohio","Washington County",67.6,110800,50021
39169,"Ohio","Wayne County",75,136800,58300
39171,"Ohio","Williams County",75.4,101900,53183
39173,"Ohio","Wood County",81.2,154600,62390
39175,"Ohio","Wyandot County",71.4,107500,55767
40001,"Oklahoma","Adair County",49.1,74100,34695
40003,"Oklahoma","Alfalfa County",74.1,50100,61852
40005,"Oklahoma","Atoka County",64.2,68300,39316
40007,"Oklahoma","Beaver County",70.5,66800,52349
40009,"Oklahoma","Beckham County",72.3,86100,50721
40011,"Oklahoma","Blaine County",59.5,67900,45792
40013,"Oklahoma","Bryan County",65.7,85700,44212
40015,"Oklahoma","Caddo County",56.9,64100,46592
40017,"Oklahoma","Canadian County",82,131600,72056
40019,"Oklahoma","Carter County",60.7,88500,51419
40021,"Oklahoma","Cherokee County",58.9,97100,42774
40023,"Oklahoma","Choctaw County",53,68300,34489
40025,"Oklahoma","Cimarron County",62.7,56400,46328
40027,"Oklahoma","Cleveland County",84.4,131800,64016
40029,"Oklahoma","Coal County",60.2,63100,40938
40031,"Oklahoma","Comanche County",76.4,99900,52161
40033,"Oklahoma","Cotton County",66.1,72100,50885
40035,"Oklahoma","Craig County",60.4,87000,43329
40037,"Oklahoma","Creek County",72.1,100600,51318
40039,"Oklahoma","Custer County",74.3,90000,49900
40041,"Oklahoma","Delaware County",65.9,92400,41696
40043,"Oklahoma","Dewey County",63.6,73200,52428
40045,"Oklahoma","Ellis County",61.2,66800,53245
40047,"Oklahoma","Garfield County",74.1,82100,54006
40049,"Oklahoma","Garvin County",66.8,74400,47125
40051,"Oklahoma","Grady County",64.5,104100,60875
40053,"Oklahoma","Grant County",69.1,60900,57727
40055,"Oklahoma","Greer County",69.7,57800,41488
40057,"Oklahoma","Harmon County",70.3,44400,48344
40059,"Oklahoma","Harper County",63.4,65700,46154
40061,"Oklahoma","Haskell County",60.2,72200,42348
40063,"Oklahoma","Hughes County",51.2,65700,39365
40065,"Oklahoma","Jackson County",74,85100,49703
40067,"Oklahoma","Jefferson County",54.9,56100,39895
40069,"Oklahoma","Johnston County",58.2,64900,41332
40071,"Oklahoma","Kay County",62.4,74700,46809
40073,"Oklahoma","Kingfisher County",64.6,101800,57777
40075,"Oklahoma","Kiowa County",67.5,50100,38019
40077,"Oklahoma","Latimer County",59,65700,44214
40079,"Oklahoma","Le Flore County",61.8,72700,40677
40081,"Oklahoma","Lincoln County",59.4,87700,50671
40083,"Oklahoma","Logan County",73.8,116400,65357
40085,"Oklahoma","Love County",61.4,77200,49399
40087,"Oklahoma","McClain County",79.3,118200,67662
40089,"Oklahoma","McCurtain County",53.7,71500,37061
40091,"Oklahoma","McIntosh County",56.2,74400,39084
40093,"Oklahoma","Major County",65.7,77600,54332
40095,"Oklahoma","Marshall County",57,80800,45746
40097,"Oklahoma","Mayes County",68.8,89200,50345
40099,"Oklahoma","Murray County",64.2,77700,52478
40101,"Oklahoma","Muskogee County",62.5,84100,43078
40103,"Oklahoma","Noble County",65,74800,56117
40105,"Oklahoma","Nowata County",58.7,76800,43145
40107,"Oklahoma","Okfuskee County",57.8,70400,38411
40109,"Oklahoma","Oklahoma County",76.8,117500,54520
40111,"Oklahoma","Okmulgee County",61.7,78000,42998
40113,"Oklahoma","Osage County",67,96100,49103
40115,"Oklahoma","Ottawa County",59.3,78700,39872
40117,"Oklahoma","Pawnee County",59.5,78100,48009
40119,"Oklahoma","Payne County",78.3,116000,41603
40121,"Oklahoma","Pittsburg County",67.1,83000,46784
40123,"Oklahoma","Pontotoc County",64,92500,50392
40125,"Oklahoma","Pottawatomie County",66.3,89300,49250
40127,"Oklahoma","Pushmataha County",59.8,69400,37692
40129,"Oklahoma","Roger Mills County",61.8,78900,51302
40131,"Oklahoma","Rogers County",75.5,139200,65434
40133,"Oklahoma","Seminole County",59.2,66000,39373
40135,"Oklahoma","Sequoyah County",63.4,80100,40351
40137,"Oklahoma","Stephens County",67.2,80900,47214
40139,"Oklahoma","Texas County",61.3,83600,52282
40141,"Oklahoma","Tillman County",65.2,51100,42280
40143,"Oklahoma","Tulsa County",78.8,126200,55517
40145,"Oklahoma","Wagoner County",82,133800,62795
40147,"Oklahoma","Washington County",73.8,99700,54997
40149,"Oklahoma","Washita County",66.8,72800,53274
40151,"Oklahoma","Woods County",73.3,80700,54282
40153,"Oklahoma","Woodward County",73.3,95600,60147
41001,"Oregon","Baker County",70,142400,45998
41003,"Oregon","Benton County",87.3,263200,62077
